country,date,sentiment,Imports,Exports,immigrants,percPop,emigrants,kilometers,miles,ideology,rsf
Yemen,2022-02-25,,2380000.0,234710000.0,387113.0,1.3,1301166.0,3979.0,2472.0,0.0,
Zimbabwe,2022-02-25,-0.10046296296296298,2420000.0,40920.0,416141.0,2.8,1243314.0,7497.0,4658.0,1.0,44.0
Albania,2022-02-26,0.1,6810000.0,39770000.0,48810.0,1.7,1250451.0,1181.0,734.0,1.0,56.0
Argentina,2022-02-26,,60950000.0,33460000.0,2281728.0,5.05,1076148.0,13402.0,8328.0,2.0,77.0
Australia,2022-02-26,0.06704545454545455,154870000.0,61330000.0,7685860.0,30.14,598765.0,12983.0,8067.0,3.0,73.0
Belgium,2022-02-26,0.0,724740000.0,650160000.0,2005479.0,17.3,577463.0,1934.0,1202.0,3.0,78.0
Bosnia and Herzegovina,2022-02-26,,,,,,,,,,
Brazil,2022-02-26,,371310000.0,189410000.0,1079708.0,0.51,1897128.0,10687.0,6641.0,2.0,
Cabo Verde,2022-02-26,,,,,,,,,,
Canada,2022-02-26,0.14895833333333336,251690000.0,155870000.0,8049323.0,21.33,1292329.0,7745.0,4813.0,3.0,
Chile,2022-02-26,0.0,53730000.0,11210000.0,1645015.0,8.61,643800.0,13753.0,8546.0,3.0,60.0
Colombia,2022-02-26,0.0,80770000.0,207300000.0,1905393.0,3.74,3024273.0,10754.0,6682.0,2.0,42.0
Czechia,2022-02-26,0.65,,,,,,,,,
Denmark,2022-02-26,-0.0625,295480000.0,279840000.0,717574.0,12.39,257025.0,1703.0,1058.0,3.0,90.0
Dominican Republic,2022-02-26,,7250000.0,360740000.0,603794.0,5.57,1608567.0,9263.0,5756.0,2.0,
Ecuador,2022-02-26,,153790000.0,4090000.0,784787.0,4.45,1127891.0,11577.0,7194.0,2.0,64.0
Egypt,2022-02-26,0.0,144920000.0,1910000000.0,543937.0,0.53,3610461.0,2397.0,1489.0,1.0,30.0
Finland,2022-02-26,,303210000.0,108100000.0,386052.0,6.97,311889.0,1544.0,959.0,3.0,88.0
France,2022-02-26,0.019090909090909096,1730000000.0,850250000.0,8524876.0,13.06,2341908.0,2183.0,1356.0,3.0,78.0
Germany,2022-02-26,0.2727232142857143,6070000000.0,2790000000.0,15762457.0,18.81,3855268.0,1514.0,941.0,3.0,82.0
Greece,2022-02-26,0.0,448320000.0,221450000.0,1340456.0,12.86,1088507.0,1276.0,793.0,3.0,55.0
Guatemala,2022-02-26,,67270000.0,53900000.0,84311.0,0.47,1368431.0,10836.0,6733.0,2.0,
Honduras,2022-02-26,0.1999999999999999,7930000.0,5030000.0,39195.0,0.4,985077.0,10640.0,6611.0,1.0,
India,2022-02-26,-0.06198350694444445,934540000.0,2510000000.0,4878704.0,0.35,17869492.0,5238.0,3255.0,1.0,
Ireland,2022-02-26,0.11388888888888889,228730000.0,97900000.0,871256.0,17.64,734317.0,2783.0,1729.0,3.0,88.0
Israel,2022-02-26,0.0035714285714285,211520000.0,711700000.0,1953575.0,22.57,358691.0,1952.0,1213.0,3.0,59.0
Italy,2022-02-26,,2620000000.0,3240000000.0,6386998.0,10.56,3258831.0,1623.0,1008.0,3.0,
Jamaica,2022-02-26,0.0499999999999999,454190.0,73730.0,23629.0,0.8,1118931.0,9801.0,6090.0,2.0,
Japan,2022-02-26,0.0,1210000000.0,341490000.0,2770996.0,2.19,808825.0,8172.0,5078.0,3.0,64.0
Kenya,2022-02-26,0.125,17050000.0,155010000.0,1050147.0,1.95,535348.0,5421.0,3368.0,1.0,
Kiribati,2022-02-26,0.0,,,3126.0,2.62,5103.0,14367.0,8927.0,,
Latvia,2022-02-26,,203900000.0,282460000.0,239422.0,12.69,380010.0,1043.0,648.0,3.0,79.0
Lesotho,2022-02-26,0.0,1320.0,6100.0,12060.0,0.56,202164.0,8677.0,5392.0,2.0,
Lithuania,2022-02-26,,1230000000.0,553370000.0,145184.0,5.33,658057.0,905.0,562.0,2.0,84.0
Maldives,2022-02-26,-0.05,1290000.0,2980000.0,70079.0,12.96,3715.0,6552.0,4071.0,2.0,
Mali,2022-02-26,0.0,6600000.0,28210000.0,485829.0,2.4,1303511.0,4668.0,2901.0,0.0,54.0
Malta,2022-02-26,0.6770833333333333,17620000.0,30370000.0,114760.0,25.99,102793.0,1949.0,1211.0,2.0,61.0
Mexico,2022-02-26,,299680000.0,188570000.0,1197624.0,0.93,11185737.0,10779.0,6698.0,2.0,47.0
Morocco,2022-02-26,0.25416666666666665,125600000.0,520870000.0,102358.0,0.28,3262222.0,3687.0,2291.0,0.0,
Netherlands,2022-02-26,0.125,962960000.0,2130000000.0,2358333.0,13.76,970403.0,1875.0,1165.0,3.0,77.0
New Zealand,2022-02-26,0.0333333333333333,23900000.0,11800000.0,1381724.0,28.65,806159.0,17058.0,10599.0,3.0,83.0
Nicaragua,2022-02-26,0.0,1780000.0,183860.0,42167.0,0.64,718154.0,10781.0,6699.0,1.0,37.0
Nigeria,2022-02-26,0.041666666666666664,8410000.0,153650000.0,1308568.0,0.63,1670455.0,4850.0,3014.0,1.0,46.0
Pakistan,2022-02-26,0.3,91970000.0,572620000.0,3276580.0,1.48,6328400.0,3787.0,2353.0,1.0,37.0
Philippines,2022-02-26,-0.05,65280000.0,107530000.0,225525.0,0.21,6094307.0,8985.0,5583.0,1.0,41.0
Poland,2022-02-26,-0.0625,4890000000.0,4980000000.0,817254.0,2.16,4825096.0,941.0,585.0,2.0,65.0
Portugal,2022-02-26,0.0,88960000.0,315640000.0,1001963.0,9.83,2081419.0,3270.0,2032.0,2.0,87.0
Russian Federation,2022-02-26,0.0,,,,,,,,,
Saint Lucia,2022-02-26,,,,,,,,,,
South Africa,2022-02-26,-0.04166666666666665,95950000.0,21870000.0,2860495.0,4.82,914901.0,8816.0,5478.0,2.0,75.0
South Sudan,2022-02-26,0.0,6000.0,3930000.0,882252.0,7.88,2575870.0,4615.0,2868.0,0.0,47.0
Spain,2022-02-26,-0.1,950390000.0,1640000000.0,6842202.0,14.63,1489823.0,2880.0,1790.0,3.0,76.0
Sudan,2022-02-26,0.018750000000000003,9180000.0,53030000.0,1379147.0,3.15,2104887.0,3950.0,2454.0,0.0,
Sweden,2022-02-26,,717160000.0,106080000.0,2003908.0,19.84,327581.0,1533.0,953.0,3.0,88.0
Switzerland,2022-02-26,,1620000000.0,212250000.0,2491249.0,28.79,713623.0,1722.0,1070.0,3.0,
"Taiwan, Province of China",2022-02-26,0.0,,,,,,,,,
"Tanzania, United Republic of",2022-02-26,0.4,,,,,,,,,
Thailand,2022-02-26,,252100000.0,262990000.0,3632496.0,5.2,1086985.0,7213.0,4482.0,0.0,50.0
Timor-Leste,2022-02-26,,,,,,,,,,
Trinidad and Tobago,2022-02-26,0.0,,,,,,,,,
Turkey,2022-02-26,0.0849702380952381,3150000000.0,4000000000.0,6052652.0,7.18,3411408.0,1097.0,682.0,1.0,
Uganda,2022-02-26,0.0,7370000.0,7560000.0,1720313.0,3.76,781440.0,5228.0,3249.0,1.0,
Ukraine,2022-02-26,-0.08333333333333333,,,,,,,,,
United Arab Emirates,2022-02-26,-0.4583333333333333,81730000.0,516970000.0,8716332.0,88.13,203214.0,3418.0,2124.0,0.0,44.0
United Kingdom,2022-02-26,0.09418661816578484,1080000000.0,1050000000.0,9359587.0,13.79,4732510.0,2470.0,1535.0,3.0,78.0
United States,2022-02-26,0.029148434148434158,3410000000.0,1550000000.0,50632836.0,15.28,2996223.0,9158.0,5691.0,3.0,72.0
United States Minor Outlying Islands,2022-02-26,0.0,,,,,,,,,
Uruguay,2022-02-26,0.1,1860000.0,3200000.0,108267.0,3.12,367060.0,12435.0,7727.0,3.0,72.0
"Venezuela, Bolivarian Republic of",2022-02-26,0.04999999999999999,,,,,,,,,
Zambia,2022-02-26,0.5,316900.0,461100.0,187955.0,1.02,200700.0,6848.0,4255.0,1.0,
Argentina,2022-02-27,-0.1,60950000.0,33460000.0,2281728.0,5.05,1076148.0,13402.0,8328.0,2.0,77.0
Armenia,2022-02-27,0.0,24500000.0,130870000.0,190349.0,6.42,958190.0,1437.0,893.0,2.0,68.0
Australia,2022-02-27,0.06556712962962961,154870000.0,61330000.0,7685860.0,30.14,598765.0,12983.0,8067.0,3.0,73.0
Belgium,2022-02-27,0.27999999999999997,724740000.0,650160000.0,2005479.0,17.3,577463.0,1934.0,1202.0,3.0,78.0
Bosnia and Herzegovina,2022-02-27,,,,,,,,,,
Brazil,2022-02-27,0.0,371310000.0,189410000.0,1079708.0,0.51,1897128.0,10687.0,6641.0,2.0,
Bulgaria,2022-02-27,0.1083333333333333,514730000.0,781770000.0,184363.0,2.65,1683626.0,767.0,477.0,2.0,59.0
Canada,2022-02-27,-0.04901357323232325,251690000.0,155870000.0,8049323.0,21.33,1292329.0,7745.0,4813.0,3.0,
Chile,2022-02-27,-0.07499999999999996,53730000.0,11210000.0,1645015.0,8.61,643800.0,13753.0,8546.0,3.0,60.0
Cuba,2022-02-27,,1590000.0,3490000.0,3024.0,0.03,1757300.0,9538.0,5927.0,0.0,27.0
Czechia,2022-02-27,0.0,,,,,,,,,
Ecuador,2022-02-27,,153790000.0,4090000.0,784787.0,4.45,1127891.0,11577.0,7194.0,2.0,64.0
Equatorial Guinea,2022-02-27,0.25,,2630000.0,230618.0,16.44,128774.0,5568.0,3460.0,1.0,43.0
Estonia,2022-02-27,0.0,173870000.0,163200000.0,199277.0,15.02,206631.0,1205.0,749.0,3.0,19.0
Fiji,2022-02-27,,60210.0,54380.0,14087.0,1.57,233856.0,15483.0,9621.0,1.0,
Finland,2022-02-27,0.2,303210000.0,108100000.0,386052.0,6.97,311889.0,1544.0,959.0,3.0,88.0
France,2022-02-27,0.04837962962962962,1730000000.0,850250000.0,8524876.0,13.06,2341908.0,2183.0,1356.0,3.0,78.0
Germany,2022-02-27,0.2388888888888889,6070000000.0,2790000000.0,15762457.0,18.81,3855268.0,1514.0,941.0,3.0,82.0
Honduras,2022-02-27,0.0,7930000.0,5030000.0,39195.0,0.4,985077.0,10640.0,6611.0,1.0,
India,2022-02-27,-0.015563725490196079,934540000.0,2510000000.0,4878704.0,0.35,17869492.0,5238.0,3255.0,1.0,
Indonesia,2022-02-27,,414610000.0,734950000.0,355505.0,0.13,4601369.0,9539.0,5927.0,2.0,
Ireland,2022-02-27,0.75,228730000.0,97900000.0,871256.0,17.64,734317.0,2783.0,1729.0,3.0,88.0
Israel,2022-02-27,0.0,211520000.0,711700000.0,1953575.0,22.57,358691.0,1952.0,1213.0,3.0,59.0
Italy,2022-02-27,0.04469696969696968,2620000000.0,3240000000.0,6386998.0,10.56,3258831.0,1623.0,1008.0,3.0,
Japan,2022-02-27,0.06666666666666667,1210000000.0,341490000.0,2770996.0,2.19,808825.0,8172.0,5078.0,3.0,64.0
Kenya,2022-02-27,0.0,17050000.0,155010000.0,1050147.0,1.95,535348.0,5421.0,3368.0,1.0,
"Korea, Republic of",2022-02-27,,,,,,,,,,
Latvia,2022-02-27,,203900000.0,282460000.0,239422.0,12.69,380010.0,1043.0,648.0,3.0,79.0
Lebanon,2022-02-27,,4400000.0,386040000.0,1712762.0,25.09,856814.0,1661.0,1032.0,1.0,46.0
Libya,2022-02-27,,147070000.0,425010000.0,826537.0,12.03,185518.0,2733.0,1698.0,0.0,
Morocco,2022-02-27,,125600000.0,520870000.0,102358.0,0.28,3262222.0,3687.0,2291.0,0.0,
Namibia,2022-02-27,0.0,418360.0,331430.0,109391.0,4.31,47770.0,8032.0,4991.0,2.0,81.0
Nepal,2022-02-27,0.0,31580.0,20470000.0,487564.0,1.67,2599701.0,5001.0,3107.0,2.0,62.0
Netherlands,2022-02-27,0.14074074074074075,962960000.0,2130000000.0,2358333.0,13.76,970403.0,1875.0,1165.0,3.0,77.0
Nigeria,2022-02-27,-0.5,8410000.0,153650000.0,1308568.0,0.63,1670455.0,4850.0,3014.0,1.0,46.0
Pakistan,2022-02-27,-0.3,91970000.0,572620000.0,3276580.0,1.48,6328400.0,3787.0,2353.0,1.0,37.0
Philippines,2022-02-27,0.012731481481481483,65280000.0,107530000.0,225525.0,0.21,6094307.0,8985.0,5583.0,1.0,41.0
Poland,2022-02-27,-0.016666666666666666,4890000000.0,4980000000.0,817254.0,2.16,4825096.0,941.0,585.0,2.0,65.0
Portugal,2022-02-27,,88960000.0,315640000.0,1001963.0,9.83,2081419.0,3270.0,2032.0,2.0,87.0
Romania,2022-02-27,0.0,796060000.0,1500000000.0,705310.0,3.67,3987093.0,541.0,336.0,2.0,68.0
Russian Federation,2022-02-27,,,,,,,,,,
Saudi Arabia,2022-02-27,0.075,176730000.0,779550000.0,13454842.0,38.65,299268.0,2986.0,1855.0,0.0,33.0
Sierra Leone,2022-02-27,,231790.0,6680000.0,53746.0,0.67,152486.0,5980.0,3716.0,2.0,71.0
Singapore,2022-02-27,0.25,46170000.0,21790000.0,2523648.0,43.14,348464.0,8623.0,5358.0,1.0,44.0
Slovenia,2022-02-27,,279790000.0,67380000.0,277964.0,13.37,160197.0,1243.0,772.0,2.0,68.0
Spain,2022-02-27,0.08310185185185184,950390000.0,1640000000.0,6842202.0,14.63,1489823.0,2880.0,1790.0,3.0,76.0
Sri Lanka,2022-02-27,,37610000.0,23320000.0,40254.0,0.19,1960025.0,6458.0,4013.0,2.0,42.0
Sweden,2022-02-27,0.32626262626262625,717160000.0,106080000.0,2003908.0,19.84,327581.0,1533.0,953.0,3.0,88.0
Switzerland,2022-02-27,,1620000000.0,212250000.0,2491249.0,28.79,713623.0,1722.0,1070.0,3.0,
Thailand,2022-02-27,0.2222222222222222,252100000.0,262990000.0,3632496.0,5.2,1086985.0,7213.0,4482.0,0.0,50.0
Trinidad and Tobago,2022-02-27,-0.2875,,,,,,,,,
Turkey,2022-02-27,0.1125,3150000000.0,4000000000.0,6052652.0,7.18,3411408.0,1097.0,682.0,1.0,
Uganda,2022-02-27,,7370000.0,7560000.0,1720313.0,3.76,781440.0,5228.0,3249.0,1.0,
Ukraine,2022-02-27,0.0630952380952381,,,,,,,,,
United Arab Emirates,2022-02-27,,81730000.0,516970000.0,8716332.0,88.13,203214.0,3418.0,2124.0,0.0,44.0
United Kingdom,2022-02-27,0.1295940170940171,1080000000.0,1050000000.0,9359587.0,13.79,4732510.0,2470.0,1535.0,3.0,78.0
United States,2022-02-27,0.01960580808080808,3410000000.0,1550000000.0,50632836.0,15.28,2996223.0,9158.0,5691.0,3.0,72.0
Uruguay,2022-02-27,0.0,1860000.0,3200000.0,108267.0,3.12,367060.0,12435.0,7727.0,3.0,72.0
"Venezuela, Bolivarian Republic of",2022-02-27,0.0,,,,,,,,,
Zambia,2022-02-27,0.0,316900.0,461100.0,187955.0,1.02,200700.0,6848.0,4255.0,1.0,
Albania,2022-02-28,0.0,6810000.0,39770000.0,48810.0,1.7,1250451.0,1181.0,734.0,1.0,56.0
Argentina,2022-02-28,0.0,60950000.0,33460000.0,2281728.0,5.05,1076148.0,13402.0,8328.0,2.0,77.0
Australia,2022-02-28,0.1365740740740741,154870000.0,61330000.0,7685860.0,30.14,598765.0,12983.0,8067.0,3.0,73.0
Austria,2022-02-28,,828920000.0,904650000.0,1738183.0,19.3,600740.0,1239.0,770.0,2.0,76.0
Belgium,2022-02-28,0.2,724740000.0,650160000.0,2005479.0,17.3,577463.0,1934.0,1202.0,3.0,78.0
Brazil,2022-02-28,,371310000.0,189410000.0,1079708.0,0.51,1897128.0,10687.0,6641.0,2.0,
Bulgaria,2022-02-28,0.0,514730000.0,781770000.0,184363.0,2.65,1683626.0,767.0,477.0,2.0,59.0
Cambodia,2022-02-28,-0.1,26730000.0,2370000.0,79341.0,0.47,1104819.0,7775.0,4831.0,1.0,43.0
Canada,2022-02-28,0.12388888888888891,251690000.0,155870000.0,8049323.0,21.33,1292329.0,7745.0,4813.0,3.0,
Chile,2022-02-28,,53730000.0,11210000.0,1645015.0,8.61,643800.0,13753.0,8546.0,3.0,60.0
China,2022-02-28,0.16574074074074074,10640000000.0,7990000000.0,1039675.0,0.07,10461170.0,5947.0,3695.0,0.0,25.0
Colombia,2022-02-28,,80770000.0,207300000.0,1905393.0,3.74,3024273.0,10754.0,6682.0,2.0,42.0
Croatia,2022-02-28,0.1047619047619047,65410000.0,46590000.0,528056.0,12.86,1039526.0,1267.0,787.0,2.0,70.0
Cuba,2022-02-28,,1590000.0,3490000.0,3024.0,0.03,1757300.0,9538.0,5927.0,0.0,27.0
Denmark,2022-02-28,,295480000.0,279840000.0,717574.0,12.39,257025.0,1703.0,1058.0,3.0,90.0
Estonia,2022-02-28,0.4,173870000.0,163200000.0,199277.0,15.02,206631.0,1205.0,749.0,3.0,19.0
Fiji,2022-02-28,0.2166666666666666,60210.0,54380.0,14087.0,1.57,233856.0,15483.0,9621.0,1.0,
Finland,2022-02-28,0.25,303210000.0,108100000.0,386052.0,6.97,311889.0,1544.0,959.0,3.0,88.0
France,2022-02-28,0.0625,1730000000.0,850250000.0,8524876.0,13.06,2341908.0,2183.0,1356.0,3.0,78.0
Georgia,2022-02-28,0.0,199360000.0,430520000.0,79368.0,1.99,861077.0,1165.0,724.0,2.0,59.0
Germany,2022-02-28,0.04999999999999999,6070000000.0,2790000000.0,15762457.0,18.81,3855268.0,1514.0,941.0,3.0,82.0
Ghana,2022-02-28,0.0,129940000.0,136990000.0,476412.0,1.53,1004324.0,5415.0,3365.0,2.0,67.0
Greece,2022-02-28,0.0,448320000.0,221450000.0,1340456.0,12.86,1088507.0,1276.0,793.0,3.0,55.0
India,2022-02-28,0.04356060606060605,934540000.0,2510000000.0,4878704.0,0.35,17869492.0,5238.0,3255.0,1.0,
Indonesia,2022-02-28,0.0,414610000.0,734950000.0,355505.0,0.13,4601369.0,9539.0,5927.0,2.0,
Ireland,2022-02-28,0.2,228730000.0,97900000.0,871256.0,17.64,734317.0,2783.0,1729.0,3.0,88.0
Italy,2022-02-28,-0.04,2620000000.0,3240000000.0,6386998.0,10.56,3258831.0,1623.0,1008.0,3.0,
Japan,2022-02-28,0.0,1210000000.0,341490000.0,2770996.0,2.19,808825.0,8172.0,5078.0,3.0,64.0
Kenya,2022-02-28,-0.0562499999999999,17050000.0,155010000.0,1050147.0,1.95,535348.0,5421.0,3368.0,1.0,
Kiribati,2022-02-28,0.6,,,3126.0,2.62,5103.0,14367.0,8927.0,,
"Korea, Republic of",2022-02-28,0.0,,,,,,,,,
Latvia,2022-02-28,,203900000.0,282460000.0,239422.0,12.69,380010.0,1043.0,648.0,3.0,79.0
Lebanon,2022-02-28,0.0,4400000.0,386040000.0,1712762.0,25.09,856814.0,1661.0,1032.0,1.0,46.0
Lesotho,2022-02-28,0.0166666666666666,1320.0,6100.0,12060.0,0.56,202164.0,8677.0,5392.0,2.0,
Malaysia,2022-02-28,0.08125,276460000.0,136390000.0,3476560.0,10.74,1860037.0,8248.0,5125.0,1.0,
Mali,2022-02-28,,6600000.0,28210000.0,485829.0,2.4,1303511.0,4668.0,2901.0,0.0,54.0
Malta,2022-02-28,0.8,17620000.0,30370000.0,114760.0,25.99,102793.0,1949.0,1211.0,2.0,61.0
Mauritius,2022-02-28,0.0,772010.0,3130000.0,28893.0,2.27,182973.0,8080.0,5021.0,2.0,66.0
"Moldova, Republic of",2022-02-28,0.2857142857142857,,,,,,,,,
Morocco,2022-02-28,1.0,125600000.0,520870000.0,102358.0,0.28,3262222.0,3687.0,2291.0,0.0,
Myanmar,2022-02-28,0.0,19470000.0,26320000.0,76446.0,0.14,3711751.0,6362.0,3953.0,0.0,25.0
Netherlands,2022-02-28,0.0,962960000.0,2130000000.0,2358333.0,13.76,970403.0,1875.0,1165.0,3.0,77.0
Nigeria,2022-02-28,0.0,8410000.0,153650000.0,1308568.0,0.63,1670455.0,4850.0,3014.0,1.0,46.0
Norway,2022-02-28,0.0,372000000.0,38350000.0,852238.0,15.72,191392.0,1972.0,1225.0,3.0,92.0
Pakistan,2022-02-28,0.2785714285714286,91970000.0,572620000.0,3276580.0,1.48,6328400.0,3787.0,2353.0,1.0,37.0
"Palestine, State of",2022-02-28,-0.0333333333333333,,,,,,,,,
Philippines,2022-02-28,0.0,65280000.0,107530000.0,225525.0,0.21,6094307.0,8985.0,5583.0,1.0,41.0
Poland,2022-02-28,0.024999999999999994,4890000000.0,4980000000.0,817254.0,2.16,4825096.0,941.0,585.0,2.0,65.0
Portugal,2022-02-28,,88960000.0,315640000.0,1001963.0,9.83,2081419.0,3270.0,2032.0,2.0,87.0
Romania,2022-02-28,0.0,796060000.0,1500000000.0,705310.0,3.67,3987093.0,541.0,336.0,2.0,68.0
Russia,2022-02-28,-0.5,5850000000.0,3350000000.0,11636911.0,7.97,10756697.0,4666.0,2899.0,1.0,45.0
Samoa,2022-02-28,-0.0777777777777777,,4580.0,4021.0,2.03,135732.0,15611.0,9700.0,,
Sierra Leone,2022-02-28,,231790.0,6680000.0,53746.0,0.67,152486.0,5980.0,3716.0,2.0,71.0
Slovenia,2022-02-28,0.0,279790000.0,67380000.0,277964.0,13.37,160197.0,1243.0,772.0,2.0,68.0
Spain,2022-02-28,-0.10416666666666664,950390000.0,1640000000.0,6842202.0,14.63,1489823.0,2880.0,1790.0,3.0,76.0
Sudan,2022-02-28,0.4666666666666666,9180000.0,53030000.0,1379147.0,3.15,2104887.0,3950.0,2454.0,0.0,
Sweden,2022-02-28,-0.25,717160000.0,106080000.0,2003908.0,19.84,327581.0,1533.0,953.0,3.0,88.0
Switzerland,2022-02-28,0.0,1620000000.0,212250000.0,2491249.0,28.79,713623.0,1722.0,1070.0,3.0,
Thailand,2022-02-28,0.0,252100000.0,262990000.0,3632496.0,5.2,1086985.0,7213.0,4482.0,0.0,50.0
Uganda,2022-02-28,-0.0944444444444444,7370000.0,7560000.0,1720313.0,3.76,781440.0,5228.0,3249.0,1.0,
Ukraine,2022-02-28,-0.015625,,,,,,,,,
United Kingdom,2022-02-28,0.06642857142857143,1080000000.0,1050000000.0,9359587.0,13.79,4732510.0,2470.0,1535.0,3.0,78.0
United States,2022-02-28,0.07465544780511886,3410000000.0,1550000000.0,50632836.0,15.28,2996223.0,9158.0,5691.0,3.0,72.0
Uruguay,2022-02-28,0.25,1860000.0,3200000.0,108267.0,3.12,367060.0,12435.0,7727.0,3.0,72.0
Uzbekistan,2022-02-28,-0.125,260800000.0,402820000.0,1162007.0,3.47,2027823.0,2722.0,1691.0,1.0,45.0
"Venezuela, Bolivarian Republic of",2022-02-28,,,,,,,,,,
Zambia,2022-02-28,,316900.0,461100.0,187955.0,1.02,200700.0,6848.0,4255.0,1.0,
Argentina,2022-03-01,,60950000.0,33460000.0,2281728.0,5.05,1076148.0,13402.0,8328.0,2.0,77.0
Armenia,2022-03-01,,24500000.0,130870000.0,190349.0,6.42,958190.0,1437.0,893.0,2.0,68.0
Austria,2022-03-01,0.0,828920000.0,904650000.0,1738183.0,19.3,600740.0,1239.0,770.0,2.0,76.0
Belgium,2022-03-01,0.0,724740000.0,650160000.0,2005479.0,17.3,577463.0,1934.0,1202.0,3.0,78.0
Belize,2022-03-01,-0.0999999999999999,1120000.0,69180.0,62043.0,15.6,52756.0,10602.0,6588.0,,
Bosnia and Herzegovina,2022-03-01,0.0,,,,,,,,,
Brazil,2022-03-01,-0.125,371310000.0,189410000.0,1079708.0,0.51,1897128.0,10687.0,6641.0,2.0,
Canada,2022-03-01,0.3318181818181818,251690000.0,155870000.0,8049323.0,21.33,1292329.0,7745.0,4813.0,3.0,
Chile,2022-03-01,,53730000.0,11210000.0,1645015.0,8.61,643800.0,13753.0,8546.0,3.0,60.0
Colombia,2022-03-01,,80770000.0,207300000.0,1905393.0,3.74,3024273.0,10754.0,6682.0,2.0,42.0
Denmark,2022-03-01,,295480000.0,279840000.0,717574.0,12.39,257025.0,1703.0,1058.0,3.0,90.0
Ecuador,2022-03-01,0.0,153790000.0,4090000.0,784787.0,4.45,1127891.0,11577.0,7194.0,2.0,64.0
El Salvador,2022-03-01,,2120000.0,939530.0,42767.0,0.66,1599058.0,10934.0,6794.0,1.0,54.0
Estonia,2022-03-01,0.0,173870000.0,163200000.0,199277.0,15.02,206631.0,1205.0,749.0,3.0,19.0
Ethiopia,2022-03-01,0.0,6560000.0,245730000.0,1085517.0,0.94,946129.0,4449.0,2764.0,1.0,50.0
Finland,2022-03-01,,303210000.0,108100000.0,386052.0,6.97,311889.0,1544.0,959.0,3.0,88.0
France,2022-03-01,0.0,1730000000.0,850250000.0,8524876.0,13.06,2341908.0,2183.0,1356.0,3.0,78.0
Gabon,2022-03-01,0.0,31010.0,19050000.0,416651.0,18.72,48392.0,5785.0,3595.0,1.0,
Georgia,2022-03-01,,199360000.0,430520000.0,79368.0,1.99,861077.0,1165.0,724.0,2.0,59.0
Germany,2022-03-01,-0.05944444444444448,6070000000.0,2790000000.0,15762457.0,18.81,3855268.0,1514.0,941.0,3.0,82.0
Greece,2022-03-01,-0.275,448320000.0,221450000.0,1340456.0,12.86,1088507.0,1276.0,793.0,3.0,55.0
Honduras,2022-03-01,0.0,7930000.0,5030000.0,39195.0,0.4,985077.0,10640.0,6611.0,1.0,
India,2022-03-01,-0.013194444444444446,934540000.0,2510000000.0,4878704.0,0.35,17869492.0,5238.0,3255.0,1.0,
Indonesia,2022-03-01,,414610000.0,734950000.0,355505.0,0.13,4601369.0,9539.0,5927.0,2.0,
Iran,2022-03-01,0.0,94800000.0,590280000.0,2797235.0,3.33,1325113.0,2586.0,1607.0,1.0,23.0
Ireland,2022-03-01,0.21250000000000002,228730000.0,97900000.0,871256.0,17.64,734317.0,2783.0,1729.0,3.0,88.0
Italy,2022-03-01,-0.5,2620000000.0,3240000000.0,6386998.0,10.56,3258831.0,1623.0,1008.0,3.0,
Jamaica,2022-03-01,0.3090909090909091,454190.0,73730.0,23629.0,0.8,1118931.0,9801.0,6090.0,2.0,
Japan,2022-03-01,,1210000000.0,341490000.0,2770996.0,2.19,808825.0,8172.0,5078.0,3.0,64.0
Latvia,2022-03-01,-0.125,203900000.0,282460000.0,239422.0,12.69,380010.0,1043.0,648.0,3.0,79.0
Liechtenstein,2022-03-01,0.0,,,,,,,,,
Lithuania,2022-03-01,0.0666666666666666,1230000000.0,553370000.0,145184.0,5.33,658057.0,905.0,562.0,2.0,84.0
Malaysia,2022-03-01,0.0,276460000.0,136390000.0,3476560.0,10.74,1860037.0,8248.0,5125.0,1.0,
Mexico,2022-03-01,,299680000.0,188570000.0,1197624.0,0.93,11185737.0,10779.0,6698.0,2.0,47.0
Morocco,2022-03-01,,125600000.0,520870000.0,102358.0,0.28,3262222.0,3687.0,2291.0,0.0,
Netherlands,2022-03-01,0.0,962960000.0,2130000000.0,2358333.0,13.76,970403.0,1875.0,1165.0,3.0,77.0
New Zealand,2022-03-01,0.0,23900000.0,11800000.0,1381724.0,28.65,806159.0,17058.0,10599.0,3.0,83.0
Nigeria,2022-03-01,-0.08333333333333333,8410000.0,153650000.0,1308568.0,0.63,1670455.0,4850.0,3014.0,1.0,46.0
Norway,2022-03-01,,372000000.0,38350000.0,852238.0,15.72,191392.0,1972.0,1225.0,3.0,92.0
Pakistan,2022-03-01,0.01666666666666665,91970000.0,572620000.0,3276580.0,1.48,6328400.0,3787.0,2353.0,1.0,37.0
Panama,2022-03-01,-0.1,4300000.0,5000000.0,313165.0,7.26,139520.0,10867.0,6752.0,2.0,
Paraguay,2022-03-01,,672590.0,413360.0,169567.0,2.38,896484.0,11904.0,7397.0,2.0,
Philippines,2022-03-01,0.125,65280000.0,107530000.0,225525.0,0.21,6094307.0,8985.0,5583.0,1.0,41.0
Poland,2022-03-01,0.0,4890000000.0,4980000000.0,817254.0,2.16,4825096.0,941.0,585.0,2.0,65.0
Romania,2022-03-01,0.0,796060000.0,1500000000.0,705310.0,3.67,3987093.0,541.0,336.0,2.0,68.0
